user,username,timestamp,post,permalink,reposts,likes,impressions,quotes,replies,bookmarks,value,report_file,date,time,relevance,anti RSF,pro RSF,anti SAF,pro SAF,"Pro peace,",anti peace,Pro War,anti war,pro civilian,anti civilians,not specified,no polarisation,Geopolticis,Sudanese,Not Sudanese,Sudanese N/A,Likely bot,Likely not a bot,Cannot be identified.,News,Not about Sudan,Annotation Confidence,code
Tabaruk Gibriel,@TabarukGibriel,2023-06-28 10:59:08,"@Alm7sy11 @Rishanoshi11 البرهان رئيس مجلس السيادة في دولة السودان الحديثة ولا تنطبق عليه الشروط الشرعية من بيعة أهل العقد والحل في دار الاسلام ... أو معاهدة غير المسلمين ... أو تحكيم شرع الله ... ليس ""ولي الأمر"" ... واستجابتنا لاستنفاره للدفاع عن الوطن لا تجعل مشاركتنا نحن السودانيون الكافرون ""جهاد""",https://www.twitter.com/user/status/1674009529896280064,0,0,2,0,0,0,0.05,Report 2-1,2023-06-28,10:59:08,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,8.0,1674009529896280064
Yasser Babeker,@YAbakar48853,2023-08-31 09:45:49,@sudan_war سؤال بجد متأكد انو التدوين دا من الجيش ؟؟انا ساكن شرق النيل المايقوما والتدوين دا فعلًا حصل امس وقبل كم يوم بس الاماكن البتقع فيها المقزوفات دي ما بتصيب اي دعم سريع والبيوت الوقعت فيها مافيها دعم برضو ودي ما اول مرة عشان كدا بسأل,https://www.twitter.com/user/status/1697183903570628817,0,0,100,0,0,0,0.02,Report 3,2023-08-31,09:45:49,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,9.0,1697183903570628817
فريد الدويل باراس,@Fareed0vfj,2023-06-29 18:13:00,"*يتباكون على الجنوب... ما أرق قلوبهم ..!!*

*بقلم/*
*صالح علي الدويل باراس*

*تتبادل وسائل التواصل الاجتماعي منشورات وتعليقات تتباكى على الجنوب خوفا واشفاقا عليه من المصير المروع أرضا وشعبا وان سيناريو السودان وليبيا ليس ببعيد عنه وان قتال الدعم السريع والجيش السوداني وتدمير… https://t.co/uTyPKsQwZM https://t.co/gr43pIHRLr",https://www.twitter.com/user/status/1674481106052063234,39,187,10920,1,9,2,225.02,Report 2,2023-06-29,18:13:00,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0,10.0,1674481106052063234
الزمبعوب#,@AEkfki,2023-06-29 08:43:33,@Hamdtoo_mh انت ما تنزل الميدان ليستفيد الجيش من مؤخرتك عزرا خبراتك القتاليه المتقدمه وحتى الأولى بتفك الحيرة لأبو طيرة,https://www.twitter.com/user/status/1674337799401615360,0,4,329,0,0,0,0.92,Report 2,2023-06-29,08:43:33,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,7.0,1674337799401615360
Esmat,@Esmatelsir10,2023-08-29 03:16:34,@abwmhmd26316083 @dalia_eltahir اما موضوع كتيبة البراء ده انا مستغرب شديد انو سوداني يقول الكلام ده .. اي زول عايز يشارك في المعركة دي مرحب بيهو وهم سودانيين ما اجانب لانو الدعم السريع البتدافع عنو ده ما هلي اجنبي مرتزق ما جابو ولا خلاص نخلي ليهم البلد يعني,https://www.twitter.com/user/status/1696361171849261100,0,0,32,0,3,0,0.01,Report 3-2,2023-08-29,03:16:34,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,8.0,1696361171849261100
كل أرجائه لنا وطن 🇸🇩,@M0hSa1a7,2023-08-29 22:59:03,"@FFCSDN رسلو ليكم ولا دبايب ساي ؟! .. بالمناسبة زاتو البرهان ما ماشي هناك 😁

#قحت_نكبة_السودان
#قحت_الى_مزبلة_التاريخ https://t.co/XEhE7g0med",https://www.twitter.com/user/status/1696658752491982913,0,1,136,0,3,0,1.24,Report 3-1,2023-08-29,22:59:03,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,7.0,1696658752491982913
Ali Abdelrahim Ali,@aaali1942,2023-10-30 13:00:49,البرهان : الجيش لن يكون طرفا في أي عملية سياسية مستقبلا https://t.co/HLqbRQMIO3,https://www.twitter.com/user/status/1718976247668113702,0,0,2,0,0,0,0.15,Report 4-2,2023-10-30,13:00:49,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,10.0,1718976247668113702
Hani,@Hani06144758,2023-04-15 15:36:55,@Russianowarabic القوات رايحة بإتفاقية رسمية مع الجيش النظامى السودانى ومش طرف فى أى نزاع داخلى ومجرد تصويرهم إنهم محتلين دا إسمه عبث..!! https://t.co/oibhbEnvCj,https://www.twitter.com/user/status/1647262734096932867,0,4,738,0,0,0,0.14,Report 1-1,2023-04-15,15:36:55,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,8.0,1647262734096932867
abdelfattah,@fattah_belaid,2023-04-15 20:14:56,عدوى الانقلاب على الشرعية تنتقل من #مصر (السيسي) و #ليبيا (حفتر) إلى #السودان عبر #حميدتي. #الخرطوم #انقلاب_حميدتي,https://www.twitter.com/user/status/1647332701257576450,0,1,555,0,0,0,0.32,Report 1,2023-04-15,20:14:56,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,9.0,1647332701257576450
ᎷᎥᏗ ツ,@Mi3_mohmmed,2023-04-15 20:20:09,الموooooت جاك يا تارك الصلاة #الدعم_السريع,https://www.twitter.com/user/status/1647334012749336576,0,1,99,0,0,0,0.45,Report 1,2023-04-15,20:20:09,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,9.0,1647334012749336576
AdelKamal,@adelkamalsh,2023-04-15 19:31:50,"@US_World1 عاجل..حميدتي: القوات المصرية في أمان ونعاملهم كإخوة.. ونأسف للفيديو المتداول
يبدو انه فهم ان عودتهم سالمين ليس خيارا",https://www.twitter.com/user/status/1647321852577042435,0,2,1897,0,1,0,0.8,Report 1,2023-04-15,19:31:50,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,9.0,1647321852577042435
الجزيرة مباشر,@ajmubasher,2023-08-29 13:16:41,"الرئيس المصري عبدالفتاح السيسي يستقبل رئيس مجلس السيادة السوداني عبدالفتاح البرهان الذي بدأ أول زيارة خارجية له منذ اندلاع الاقتتال مع الدعم السريع في إبريل الماضي.

#الجزيرة_مباشر #مصر #السودان https://t.co/XIzvhp3Z4w",https://www.twitter.com/user/status/1696512194727342143,7,62,17698,0,9,1,12258.51,Report 3-1,2023-08-29,13:16:41,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,10.0,1696512194727342143
El-Cheikh El-Hassan,@okereokero,2023-06-28 20:27:55,"@ajabrah2030 غضب العملاء على الاستنفار أكثر من غضب الجنجويد أنفسهم ..لم يخجلوا على استنفار الهالك لمطاريد صحارى تشاد والنيجر ومالي وأفريقيا الوسطى(او ما يعرف عندهم بالفزع)
والآن يبكون مرعوبين على استنفار الجيش للشعب
ليدافع عن ماله وعرضه..",https://www.twitter.com/user/status/1674152668904693764,0,0,6,0,0,0,0.03,Report 2,2023-06-28,20:27:55,1,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,9.0,1674152668904693764
محمَّد™ | SafSaf,@MuhmdOs,2023-04-15 22:55:42,حميدتي : البرهان أدى القسم للحركة الاسلامية قدام أسامة عبدالله يوم 11 أبريل واتفقوا على الانقلاب. https://t.co/4yAr0CfVDf,https://www.twitter.com/user/status/1647373160763871233,0,0,105,0,0,0,0.73,Report 1-3,2023-04-15,22:55:42,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,8.0,1647373160763871233
walid walid,@walidwa43654792,2023-04-15 17:16:10,@marwan998 @qMp_7 @SaudiNews50 ياgبي هذي حرب بين الجيش  السوداني و ميليشيا الدعم السريع افهم ايش صاير قبل لاتعلق,https://www.twitter.com/user/status/1647287712095797249,0,0,239,0,0,0,0.02,Report 1-1,2023-04-15,17:16:10,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,8.0,1647287712095797249
درويش ®️,@Derwish249,2023-04-15 23:30:58,"🔴عدد كبير من تاتشرات الدعم السريع تمر بشارع العرضه.

1:10pm",https://www.twitter.com/user/status/1647382035915235328,0,5,348,0,0,0,73.16,Report 1-3,2023-04-15,23:30:58,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,8.0,1647382035915235328
Jamal 🇸🇩,@JoeRahum,2023-06-27 20:42:47,@BisoMo1 @bwlynd4 @yasin123ah ملخص خطاب البرهان اليوم😫😫😫😫 https://t.co/bMs3UbUSUM,https://www.twitter.com/user/status/1673794024698675202,0,0,1,0,0,0,0.68,Report 2-2,2023-06-27,20:42:47,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,7.0,1673794024698675202
ياسر المجذوب,@AlmjdhwbYasr,2023-08-29 13:11:43,@MShareefi بعد كل ما ارتكبه الجنجويد من جرائم لا يستطيع البرهان تقديم شي لهم ولا حتي الخروج الآمن .. ليس امامهم سوي الاستسلام وتقديم من اجرم للمحاكمة العسكرية ..,https://www.twitter.com/user/status/1696510946397626827,2,8,711,0,1,0,2.15,Report 3-1,2023-08-29,13:11:43,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,9.0,1696510946397626827
Ayin Network - شبكة عاين,@AyinSudan,2023-10-31 17:05:16,"دارفور: معارك عنيفة في (الفاشر) ومخاوف من انتقالها لـ(الجنينة)  

عاين- 31 أكتوبر 2023
بدأ مئات المدنيين في مدينة الجنينة عاصمة ولاية غرب دارفور موجة نزوح جديدة اليوم الثلاثاء في أعقاب أنباء متواترة عن معارك وشيكة بين الجيش السوداني وقوات الدعم السريع. وفي وقت أعلنت قوات الدعم… https://t.co/Y3wEXnQBh8",https://www.twitter.com/user/status/1719400152874504405,4,8,2833,1,0,0,104.53,Report 4-3,2023-10-31,17:05:16,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,10.0,1719400152874504405
بيكا الكناري 🇸🇩,@bekaalknare12,2023-08-31 12:09:47,"🚨 عاجل :
البرهان : الشرطة ستكون مع الجيش للقضاء على المجموعة المارقة الإرهابية .
#فك_اللجام",https://www.twitter.com/user/status/1697220134585106938,0,0,8,0,0,0,0.18,Report 3-3,2023-08-31,12:09:47,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,8.0,1697220134585106938
ا لـحـدث,@AlHadath,2023-04-15 16:28:44,"المتحدث باسم الجيش السوداني نبيل عبدالله: حميدتي فرض علينا حالة الحرب ويستهدف أفرادنا ومواقعنا وهناك أبرياء سقطوا برصاص طائش
#السودان
#الحدث https://t.co/eK205CmHBI",https://www.twitter.com/user/status/1647275775186403329,5,28,16113,1,2,2,21351.41,Report 1-1,2023-04-15,16:28:44,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,10.0,1647275775186403329
Mishal Amiri,@OffMishal,2023-08-31 11:12:39,البرهان: الشرطة عندها أدوار غير أدوارها القمعية البتقوم بيها 🤷🏻‍♂️,https://www.twitter.com/user/status/1697205756104229015,7,27,6140,8,6,0,15.65,Report 3,2023-08-31,11:12:39,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,10.0,1697205756104229015
القدس العربي AlqudsAlarabi,@alqudsalarabi,2023-06-27 20:31:28,"البرهان يعلن وقفا لإطلاق النار من جانب واحد أول أيام عيد الأضحى
https://t.co/mxzcFAWKW1",https://www.twitter.com/user/status/1673791175793287170,0,0,196,0,1,0,110.17,Report 2-2,2023-06-27,20:31:28,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,10.0,1673791175793287170
ابوغدير العامري 518,@aboghadeer22,2023-08-30 16:08:11,"جنجويدي واحد يطلع من الخرطوم ماعايزين كملوهم كلهم
#الجيش_السوداني 
#قحت_نكبة_السودان 
#الجنجويد_مليشيات_ارهابية 
#اولاد_الحرام https://t.co/5nyfJVgOp6",https://www.twitter.com/user/status/1696917743293849604,4,33,3399,2,2,0,46.93,Report 3,2023-08-30,16:08:11,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,10.0,1696917743293849604
"كُـُاڛـ,ـاتـٌـٌٌـ",@adam2RSF,2023-10-30 14:47:21,@moumin_sd شوف يا شكش الجيش امشي ابكي بعيد,https://www.twitter.com/user/status/1719003059966136738,0,0,23,0,0,0,0.99,Report 4-2,2023-10-30,14:47:21,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,9.0,1719003059966136738
Abdul Rahman Nasser Alqmici,@Abboud___2001,2023-04-15 15:30:49,@aloqeliy الدعم السريع سيطرت علا الخرطوم,https://www.twitter.com/user/status/1647261199103344640,0,0,3277,0,0,0,3.36,Report 1-1,2023-04-15,15:30:49,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,7.0,1647261199103344640
م/ياسرالامين السناري,@yasermakawi21,2023-12-29 14:01:54,المقاومه الشعبيه المسلحه لدحر م تبقى مليشيات الدعم السريع الزي تدمر في السودان بأيدي إسرائيل ودويله الشر الامارات https://t.co/5CC6sGxUSn,https://www.twitter.com/user/status/1740734895146909709,0,1,43,0,1,0,1.64,Report 5-1,2023-12-29,14:01:54,1,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,8.0,1740734895146909709
الثائر عمر المختار,@alhrmwsh62931_l,2023-06-29 05:34:23,@Hanadi_A_Rahman حرب يديرها البرهان بالنيابه عن اوردغان,https://www.twitter.com/user/status/1674290194902654976,0,0,26,0,0,0,0.04,Report 2,2023-06-29,05:34:23,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,9.0,1674290194902654976
Ɛl ƘH̱ⱭWJⱭ..🕵‍♂️..🇪🇬,@Tharwatmmm,2023-04-15 22:38:32,@Zsaleh22 هيرجعوا لكن بالعقل ... بهدوء يعني .. وحتي المقطف اللي عمل كدا .. طلع في بيان خوف لانه عارف ان الرد بدعم البرهان هيدفنه تحت الارض ... وعارف ومتأكد ان الكارت في ايد مصر,https://www.twitter.com/user/status/1647368838986493953,0,0,38,0,1,0,7.13,Report 1-3,2023-04-15,22:38:32,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,9.0,1647368838986493953
mohamed Mohamed,@bakomba888,2023-06-29 13:35:17,"@mustafa85814529 امشي شوف المسؤول من البلد منو 
والفتح البلد للاستخبارات منو ماياهو زولكم البرهان 
وهو زاتو المكن الجنحويد ي كوز",https://www.twitter.com/user/status/1674411214284128256,0,0,1,0,0,0,0.0,Report 2,2023-06-29,13:35:17,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,8.0,1674411214284128256
ابو علي الدراجي,@MajeedKazem,2023-04-15 18:22:51,"لا صوت،،،،، لعلكم للاشاره تستجيبون
ايها الناس لانقع بنفس الخطا ونكون حجر عثره بطريق خلفاء الله المنصوص عليهم بالنص الإلهي
#احمد_الحسن
خليفه من خلفاء الله
وهو المنقذ و المخلص الموعود عند جميع اهل الارض
#الخرطوم  ‌
 ‌#قوات_الدعم_السريع⁩
 ‌#الجيش_السوداني⁩
 ‌#الجيش_المصري⁩ https://t.co/zrh2sNfjyh",https://www.twitter.com/user/status/1647304492663156736,22,166,64952,50,178,13,1.74,Report 1,2023-04-15,18:22:51,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,7.0,1647304492663156736
🔻Mohammed SA,@mohammed_ElEng,2023-12-29 20:58:37,"@IbrahimOmerMoh5 @qamar_0 @MShareefi 😁😁😁😁 ناس نصهم 🌈🌈🌈
و حميدتي 🌈 ما عنده خوة
اقنع الغنامة يجوا يقطعوا الصحراء عشان ينهبوا
يا عمك والله جماعتك قبل يبيعوا ليهم مدني بي ساعات كانوا معردين بالعشرات بي عرباتهم يفتشوا للمخارجة و دقشوا قرى الفاو
بس قدرتو على مدني اول شي بالوالي القحاتي و بعدها بالخيبان",https://www.twitter.com/user/status/1740839762062102930,0,0,28,0,0,0,0.09,Report 5,2023-12-29,20:58:37,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,8.0,1740839762062102930
Manal Essawy,@ManalEssawy,2023-06-30 10:46:33,@ank188 عليهم ان يتذكروا ان الجيش المصري و جنوده البواسل هم من حرروا الكويت و ان الشعب الكويتي لما هرب و ساب بلده جه مصر و المصريين رحبوا بيهم و معيرهمش بجبنهم و ان لولا المهندس المصري و المعلم المصري و الطبيب المصري و غيرهم كانوا  هيعيشوا ازاي قبل ما يلاقوا الغاز اللي عمل لهم قيمه!,https://www.twitter.com/user/status/1674731142358892545,0,0,198,0,0,0,0.08,Report 2-3,2023-06-30,10:46:33,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10.0,1674731142358892545
د.سمية عسله,@SomiAsla,2023-04-15 18:17:56,"من قال انه تم أسر قوات مصرية في #السودان !
القوات المصريه موجوده في #قاعدة_مروي لاجراء مناورات مشتركه مع الشقيقه السودان وهو أمر روتيني وإعتيادي و #حميدتي خرج الان على قناة @Alhadath_Brk وقال  #الجنود_المصريين أشقاءنا ولهم الاحترام وسيتم تأمين عودتهم الى #مصر
#قوات_الدعم_السريع https://t.co/JNC5I5cR0R",https://www.twitter.com/user/status/1647303254844350464,0,10,4265,0,2,0,40.54,Report 1,2023-04-15,18:17:56,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,10.0,1647303254844350464
Addiyar Newspaper - جريدة الديار,@AddiyarNews,2023-08-29 12:06:33,"البرهان: ننفي كل ما يروج بشأن عودة النظام السابق ولا نية لدينا للسيطرة على السلطة (العربية)
https://t.co/1LASvunHEs",https://www.twitter.com/user/status/1696494546379518300,0,0,74,0,0,0,57.99,Report 3-1,2023-08-29,12:06:33,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,10.0,1696494546379518300
wedaa.alnour,@wedaaalnour,2023-06-30 10:37:23,"@MalikAgar1 ما صدقت  لقيت الوظيفة البتحلم بيها 
اول يوم كان كلامك عن   ان ايقاف الحرب  
بعد تاكدت من موت المقبور حميدتي 
بقيت تاجر حرب  تأجج في الصراعات 
ان الله لا يصلح عمل المفسدين",https://www.twitter.com/user/status/1674728832895467520,0,0,55,0,0,0,0.15,Report 2-3,2023-06-30,10:37:23,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,9.0,1674728832895467520
Hassaan zeidan,@hassaan_zeidan,2023-04-15 20:56:39,كل المرافق الاستراتيجية تحت سيطرة الجيش السوداني,https://www.twitter.com/user/status/1647343197276741632,0,0,73,0,0,0,0.73,Report 1-3,2023-04-15,20:56:39,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,10.0,1647343197276741632
